timestamp,user_id,session_id,video_id,bitrate,startup_time,buffer_count,buffer_duration,watch_time,error_code,device_type,network_type
2026-01-01 00:02:30,3405,16345,443,480,0.14,0,4.01,654,0,mobile,WiFi
2026-01-01 00:02:31,1475,12918,494,720,0.13,0,5.53,1207,0,desktop,4G
2026-01-01 00:02:32,4611,17641,383,720,2.93,3,1.0,261,0,mobile,5G
2026-01-01 00:02:33,4583,17129,184,720,7.39,2,0.33,973,0,mobile,4G
2026-01-01 00:02:34,3075,12061,338,480,0.65,0,0.11,671,0,desktop,4G
2026-01-01 00:02:35,2474,19118,19,1080,1.49,1,3.16,184,0,tv,WiFi
2026-01-01 00:02:36,1831,19921,100,720,7.66,2,0.34,1266,0,mobile,4G
2026-01-01 00:02:37,3309,19571,162,720,0.86,1,0.24,236,0,tv,4G
2026-01-01 00:02:38,1240,16538,375,720,0.85,3,4.43,1786,0,desktop,WiFi
2026-01-01 00:02:39,4877,12438,209,1080,8.14,0,1.22,1071,1,tv,4G
2026-01-01 00:02:40,1109,11103,446,1080,0.9,1,0.32,1511,0,tv,WiFi
2026-01-01 00:02:41,1121,18780,173,1080,0.64,1,4.62,761,0,desktop,4G
2026-01-01 00:02:42,4015,16455,7,360,0.23,1,4.78,95,0,tv,4G
2026-01-01 00:02:43,2774,17858,328,360,8.0,2,0.14,486,1,desktop,5G
2026-01-01 00:02:44,3126,19234,11,360,3.11,0,2.01,1009,1,tv,4G
2026-01-01 00:02:45,4789,10881,176,1080,0.02,1,2.35,663,0,mobile,WiFi
2026-01-01 00:02:46,2146,17179,53,1080,2.39,2,2.03,1299,0,tv,4G
2026-01-01 00:02:47,4944,14799,413,240,1.57,1,0.51,1246,0,tv,4G
2026-01-01 00:02:48,3189,17487,367,480,2.42,1,0.98,37,2,desktop,WiFi
2026-01-01 00:02:49,2252,11156,474,240,2.15,0,0.21,1147,0,mobile,4G
2026-01-01 00:02:50,1556,12369,326,240,2.63,2,0.79,713,0,tv,5G
2026-01-01 00:02:51,1547,19937,71,1080,7.18,3,1.25,417,0,tv,WiFi
2026-01-01 00:02:52,4564,17671,297,360,1.17,2,0.02,1642,0,desktop,WiFi
2026-01-01 00:02:53,3692,10990,269,1080,0.75,1,6.2,1578,0,mobile,4G
2026-01-01 00:02:54,3793,13334,141,1080,1.47,1,0.78,500,0,mobile,5G
2026-01-01 00:02:55,1933,14674,123,360,0.05,0,2.6,1210,0,tv,4G
2026-01-01 00:02:56,4916,10887,201,360,2.26,0,1.44,925,0,tv,4G
2026-01-01 00:02:57,2793,15366,83,240,8.94,1,0.03,1523,0,desktop,WiFi
2026-01-01 00:02:58,4690,19717,40,720,0.3,1,0.15,573,0,mobile,WiFi
2026-01-01 00:02:59,1347,18112,331,720,5.83,0,1.16,318,0,mobile,4G
2026-01-01 00:03:00,1775,10282,146,720,0.11,3,1.87,262,0,desktop,WiFi
2026-01-01 00:03:01,2427,17424,19,360,0.67,1,1.07,1791,0,mobile,5G
2026-01-01 00:03:02,1828,19832,166,720,2.25,1,1.53,1081,0,mobile,WiFi
2026-01-01 00:03:03,1494,17653,229,1080,1.77,3,2.07,185,0,mobile,5G
2026-01-01 00:03:04,2034,17358,402,480,0.15,0,2.09,836,0,mobile,5G
2026-01-01 00:03:05,3307,15561,498,240,3.43,1,0.2,732,0,tv,WiFi
2026-01-01 00:03:06,4619,17106,51,720,0.78,2,0.65,1373,1,mobile,4G
2026-01-01 00:03:07,1068,11256,334,480,0.68,0,0.13,350,0,tv,5G
2026-01-01 00:03:08,2986,17922,299,480,0.25,0,1.15,1606,0,desktop,4G
2026-01-01 00:03:09,2052,17963,331,240,2.17,0,0.11,1223,0,mobile,4G
2026-01-01 00:03:10,2893,17836,18,720,1.01,0,0.11,1219,0,desktop,WiFi
2026-01-01 00:03:11,4184,18487,269,720,2.56,3,0.8,972,0,mobile,WiFi
2026-01-01 00:03:12,2464,11144,493,360,0.24,0,0.09,199,0,mobile,4G
2026-01-01 00:03:13,2149,12041,423,240,7.69,0,2.01,207,0,tv,5G
2026-01-01 00:03:14,3993,10248,495,480,0.44,2,0.3,1038,0,mobile,4G
2026-01-01 00:03:15,3780,19331,177,240,0.19,0,0.66,1712,0,desktop,WiFi
2026-01-01 00:03:16,4989,18369,154,720,2.29,0,2.69,704,0,tv,5G
2026-01-01 00:03:17,1559,15642,227,1080,0.27,0,0.69,1796,0,tv,5G
2026-01-01 00:03:18,4931,13702,278,360,2.13,0,5.77,1561,1,tv,5G
2026-01-01 00:03:19,1930,13743,475,480,1.87,2,0.08,1622,0,desktop,WiFi
2026-01-01 00:03:20,2942,18781,48,1080,0.14,1,0.53,584,0,tv,WiFi
2026-01-01 00:03:21,3202,18577,63,240,2.98,1,0.68,795,0,mobile,4G
2026-01-01 00:03:22,1306,18817,156,480,2.11,0,0.43,1772,0,tv,4G
2026-01-01 00:03:23,3198,14880,183,240,0.56,0,2.11,801,1,mobile,4G
2026-01-01 00:03:24,3256,10184,319,360,0.57,2,2.45,1270,0,desktop,WiFi
2026-01-01 00:03:25,3949,18960,437,480,1.42,0,1.85,1578,0,tv,WiFi
2026-01-01 00:03:26,1524,15725,433,1080,5.53,1,1.04,1002,0,tv,WiFi
2026-01-01 00:03:27,2996,13772,424,480,1.02,1,0.47,1281,0,tv,4G
2026-01-01 00:03:28,3187,13157,160,1080,2.43,0,6.84,917,1,desktop,5G
2026-01-01 00:03:29,1455,13705,280,360,0.52,1,0.05,1477,0,tv,WiFi
2026-01-01 00:03:30,3173,15432,464,360,0.17,1,5.16,648,0,tv,WiFi
2026-01-01 00:03:31,4532,17057,182,720,1.69,2,3.1,1175,0,tv,4G
2026-01-01 00:03:32,3420,12248,23,1080,3.97,2,2.59,1443,0,mobile,5G
2026-01-01 00:03:33,1955,17879,338,360,0.08,4,0.55,917,0,mobile,4G
2026-01-01 00:03:34,2233,13537,37,480,0.85,3,0.41,351,0,desktop,WiFi
2026-01-01 00:03:35,3025,10268,225,720,1.03,1,0.06,66,0,tv,5G
2026-01-01 00:03:36,2779,18383,459,360,0.86,0,0.52,1726,0,mobile,WiFi
2026-01-01 00:03:37,4347,10031,235,240,0.62,0,0.77,1613,0,mobile,4G
2026-01-01 00:03:38,3558,13946,437,240,0.15,0,5.74,152,1,mobile,5G
2026-01-01 00:03:39,1143,13980,248,480,0.68,0,1.67,904,0,desktop,WiFi
2026-01-01 00:03:40,3065,14355,33,720,1.56,1,3.72,538,0,mobile,4G
2026-01-01 00:03:41,4016,14877,271,360,1.25,0,0.29,461,0,tv,4G
2026-01-01 00:03:42,2840,18313,40,720,2.91,1,2.77,265,0,desktop,WiFi
2026-01-01 00:03:43,4977,17489,266,720,2.24,1,1.24,1578,0,mobile,4G
2026-01-01 00:03:44,2432,11344,208,240,0.36,2,0.95,1593,0,tv,WiFi
2026-01-01 00:03:45,4576,11570,256,720,1.2,2,0.74,1402,0,mobile,4G
2026-01-01 00:03:46,3580,14183,488,720,2.02,0,0.59,373,0,tv,5G
2026-01-01 00:03:47,3617,14763,47,720,0.55,1,1.25,1617,0,desktop,4G
2026-01-01 00:03:48,1158,18961,440,240,1.77,0,2.74,43,0,desktop,5G
2026-01-01 00:03:49,1891,17145,484,1080,0.32,0,0.14,1245,0,tv,4G
2026-01-01 00:03:50,4670,16992,293,1080,6.67,0,0.46,825,0,desktop,4G
2026-01-01 00:03:51,2807,15643,489,1080,0.6,1,1.87,789,0,desktop,4G
2026-01-01 00:03:52,1325,19763,159,720,0.91,1,1.92,1578,0,mobile,WiFi
2026-01-01 00:03:53,1300,16246,221,360,2.26,2,0.23,138,0,mobile,WiFi
2026-01-01 00:03:54,4672,15871,61,240,3.71,2,1.12,885,1,tv,5G
2026-01-01 00:03:55,2785,19307,350,1080,0.52,2,3.24,1558,0,desktop,4G
2026-01-01 00:03:56,4406,13383,79,1080,1.21,2,0.81,758,0,desktop,5G
2026-01-01 00:03:57,1021,11608,283,1080,1.79,1,3.72,927,0,tv,4G
2026-01-01 00:03:58,4649,17811,177,360,3.07,1,0.23,1545,0,desktop,5G
2026-01-01 00:03:59,1145,18002,305,360,4.93,2,2.07,562,0,desktop,WiFi
2026-01-01 00:04:00,3074,12135,442,480,2.66,0,0.33,1324,0,mobile,4G
2026-01-01 00:04:01,4532,19193,329,720,0.15,1,0.13,292,0,desktop,5G
2026-01-01 00:04:02,3552,17218,379,480,2.22,2,5.98,338,0,mobile,5G
2026-01-01 00:04:03,4144,16313,208,360,1.95,1,0.54,359,0,desktop,5G
2026-01-01 00:04:04,3449,17130,458,720,2.27,1,1.53,1148,0,desktop,5G
2026-01-01 00:04:05,4286,14735,146,480,0.84,0,7.49,1302,0,tv,WiFi
2026-01-01 00:04:06,4533,16343,460,360,3.73,2,0.9,298,0,mobile,WiFi
2026-01-01 00:04:07,3201,16185,475,1080,4.8,2,0.04,1698,0,desktop,4G
2026-01-01 00:04:08,3082,15819,57,480,3.58,2,1.35,1530,0,tv,WiFi
2026-01-01 00:04:09,1898,12098,26,240,1.83,3,0.54,1367,1,mobile,4G
2026-01-01 00:04:10,4451,18544,224,1080,9.44,2,0.8,675,0,desktop,4G
2026-01-01 00:04:11,2741,13957,496,1080,4.31,1,1.74,934,0,mobile,4G
2026-01-01 00:04:12,4535,18246,86,1080,4.67,2,0.25,188,0,tv,5G
2026-01-01 00:04:13,4180,16767,360,360,1.46,1,3.06,205,0,desktop,4G
2026-01-01 00:04:14,2734,12940,258,480,2.56,0,3.08,227,0,mobile,5G
2026-01-01 00:04:15,3359,18377,173,720,0.98,1,2.73,1283,0,tv,4G
2026-01-01 00:04:16,4251,14010,342,720,0.11,4,0.26,731,0,tv,WiFi
2026-01-01 00:04:17,1414,18482,338,720,1.52,0,0.78,213,0,tv,4G
2026-01-01 00:04:18,1314,14375,71,720,4.67,1,0.17,698,0,desktop,4G
2026-01-01 00:04:19,2293,18730,11,720,0.13,0,3.64,1558,0,mobile,5G
2026-01-01 00:04:20,3317,16115,346,480,0.06,3,1.08,44,0,desktop,4G
2026-01-01 00:04:21,4745,13811,499,720,0.38,3,1.14,476,0,mobile,4G
2026-01-01 00:04:22,3154,15658,34,480,2.38,2,0.85,63,1,mobile,5G
2026-01-01 00:04:23,2944,10140,251,720,1.23,5,0.3,641,0,mobile,WiFi
2026-01-01 00:04:24,1052,18321,249,360,2.19,1,2.99,1633,0,mobile,4G
2026-01-01 00:04:25,1809,12108,177,360,9.22,0,0.76,1693,1,mobile,4G
2026-01-01 00:04:26,2818,18195,97,240,1.99,0,4.73,281,0,desktop,4G
2026-01-01 00:04:27,1232,11767,336,480,1.75,2,0.87,823,0,tv,WiFi
2026-01-01 00:04:28,4096,16960,374,240,1.06,1,0.93,444,0,tv,4G
2026-01-01 00:04:29,4510,11779,330,480,1.08,2,0.72,738,0,desktop,WiFi
2026-01-01 00:04:30,3854,17756,422,720,0.37,1,3.91,381,0,mobile,5G
2026-01-01 00:04:31,1941,10852,470,480,3.28,1,0.65,818,0,desktop,WiFi
2026-01-01 00:04:32,4218,11715,22,720,0.18,1,3.93,500,1,tv,4G
2026-01-01 00:04:33,1061,10403,412,1080,0.12,1,3.0,1247,1,mobile,4G
2026-01-01 00:04:34,3575,16200,305,360,0.17,4,1.63,1696,0,desktop,4G
2026-01-01 00:04:35,2870,16765,417,360,0.03,0,0.54,207,0,desktop,4G
2026-01-01 00:04:36,2747,14248,248,360,3.9,1,1.15,1343,0,tv,4G
2026-01-01 00:04:37,1964,16679,433,720,0.21,1,0.33,1266,0,desktop,4G
2026-01-01 00:04:38,2203,19664,219,360,4.17,3,1.06,952,0,mobile,WiFi
2026-01-01 00:04:39,4051,16101,105,480,1.04,0,1.66,1252,0,desktop,WiFi
2026-01-01 00:04:40,4773,14064,192,1080,2.67,0,4.19,693,0,mobile,4G
2026-01-01 00:04:41,3306,16190,329,240,1.92,2,0.21,984,0,desktop,5G
2026-01-01 00:04:42,2309,16164,103,720,1.11,1,6.33,1412,0,desktop,WiFi
2026-01-01 00:04:43,1206,18863,420,360,0.26,0,0.13,223,0,tv,4G
2026-01-01 00:04:44,3084,16736,30,360,4.9,2,0.65,515,0,tv,4G
2026-01-01 00:04:45,4379,12750,109,1080,0.07,0,0.35,254,0,tv,5G
2026-01-01 00:04:46,3304,15653,418,240,0.56,0,1.67,327,0,desktop,4G
2026-01-01 00:04:47,2095,10472,125,360,1.57,0,3.12,1622,0,desktop,5G
2026-01-01 00:04:48,1294,11425,226,240,1.03,2,3.38,1080,0,mobile,5G
2026-01-01 00:04:49,3767,19736,273,480,1.85,1,1.98,1187,0,desktop,4G
2026-01-01 00:04:50,4760,14449,230,240,5.61,3,0.8,1285,0,desktop,5G
2026-01-01 00:04:51,4450,13385,63,480,2.35,0,0.3,649,0,mobile,5G
2026-01-01 00:04:52,2063,13675,495,480,0.23,3,3.33,458,0,mobile,5G
2026-01-01 00:04:53,4039,14484,384,480,0.76,2,3.53,1198,0,desktop,4G
2026-01-01 00:04:54,2532,16258,202,240,1.98,3,1.78,148,1,tv,4G
2026-01-01 00:04:55,3899,17318,494,480,1.48,1,1.15,315,1,tv,4G
2026-01-01 00:04:56,3722,18138,294,1080,4.08,3,3.06,162,0,mobile,5G
2026-01-01 00:04:57,2779,11359,372,360,1.58,2,3.75,802,0,mobile,WiFi
2026-01-01 00:04:58,3357,15981,425,240,0.48,1,0.58,1781,0,mobile,4G
2026-01-01 00:04:59,1013,16835,192,1080,0.07,1,0.34,593,0,mobile,4G
2026-01-01 00:05:00,2297,17408,2,480,3.83,0,0.93,676,0,tv,4G
2026-01-01 00:05:01,2237,11802,379,360,3.7,2,1.39,671,0,desktop,WiFi
2026-01-01 00:05:02,2222,12160,487,240,4.13,0,1.95,303,0,desktop,WiFi
2026-01-01 00:05:03,2410,10006,223,240,4.85,3,0.51,1524,1,mobile,5G
2026-01-01 00:05:04,1475,13582,354,1080,2.08,0,0.32,1241,0,tv,4G
2026-01-01 00:05:05,2309,13003,312,240,1.93,1,0.48,1360,0,mobile,5G
2026-01-01 00:05:06,1997,17906,364,480,2.15,3,0.22,100,0,tv,WiFi
2026-01-01 00:05:07,1670,17683,91,1080,3.37,1,0.95,1033,0,tv,5G
